iter	Logloss
210	0.4566553215
211	0.4565785567
212	0.4564361182
213	0.4562709296
214	0.4561506646
215	0.4559807701
216	0.4559250545
217	0.4557782578
218	0.45562556
219	0.4554454589
220	0.4553052006
221	0.4551456922
222	0.4550025536
223	0.4548834361
224	0.4547705224
225	0.4546438566
226	0.4545264547
227	0.4544112184
228	0.4542718547
229	0.4541377536
230	0.4539929515
231	0.4538521467
232	0.4537420366
233	0.4536316689
234	0.4535392172
235	0.4534596102
236	0.4533250492
237	0.4532044819
238	0.4530486573
239	0.4529578503
240	0.4528120988
241	0.4527289058
242	0.4525833855
243	0.4524317605
244	0.4523335794
245	0.4522166856
246	0.4520676963
247	0.4519802359
248	0.4519202136
249	0.4518324726
250	0.4516967378
251	0.4515398636
252	0.4513667765
253	0.4512420426
254	0.4511720107
255	0.4510480356
256	0.4509234743
257	0.4508189867
258	0.4506626229
259	0.4504985456
260	0.4503445012
261	0.450227029
262	0.4500727813
263	0.4499677883
264	0.4498187518
265	0.4496738521
266	0.4495635202
267	0.4494408237
268	0.4493251165
269	0.4492178852
270	0.4491014694
271	0.4490302477
272	0.4488912402
273	0.4487604143
274	0.4486333159
275	0.4484865867
276	0.4483958827
277	0.4482823037
278	0.4482045289
279	0.4480475764
280	0.4479171693
281	0.4478009951
282	0.4476772539
283	0.4475641804
284	0.4474893085
285	0.4473951088
286	0.4472903042
287	0.4471370136
288	0.447002291
289	0.4468800042
290	0.4467654179
291	0.4466648338
292	0.4465572689
293	0.446426445
294	0.4463178807
295	0.4462178245
296	0.4460868024
297	0.445925582
298	0.4457772461
299	0.4456560516
300	0.445571501
301	0.4454757697
302	0.4454048072
303	0.4453155993
304	0.4452225727
305	0.4451228241
306	0.4449977995
307	0.444913245
308	0.4448588436
309	0.4447837214
310	0.4447056532
311	0.444572361
312	0.4444477343
313	0.4443606446
314	0.4442616079
315	0.4441291239
316	0.4440224074
317	0.4439254877
318	0.4437906504
319	0.4437161488
320	0.4436252448
321	0.4435239518
322	0.4434372317
323	0.443336838
324	0.4432374014
325	0.443117097
326	0.4430285804
327	0.4428820978
328	0.4428054651
329	0.4426854986
330	0.4425788661
331	0.4424992788
332	0.4423875439
333	0.4422658108
334	0.4421531397
335	0.4420565806
336	0.4419416128
337	0.4418768435
338	0.4417839808
339	0.4416638837
340	0.4415549839
341	0.4414518083
342	0.4413596346
343	0.441264969
344	0.4411851177
345	0.4410796765
346	0.4409707452
347	0.4408687181
348	0.4407307336
349	0.4406292209
350	0.440510081
351	0.4403925843
352	0.440288998
353	0.4401887917
354	0.4400703137
355	0.4399847195
356	0.4398687602
357	0.4397128002
358	0.4396505664
359	0.4395122254
360	0.439395527
361	0.439264312
362	0.4391627912
363	0.4390691406
364	0.4389471128
365	0.4388734099
366	0.4387901733
367	0.4387098259
368	0.4386126048
369	0.4385161896
370	0.4384086966
371	0.4382858811
372	0.4382069792
373	0.4380905314
374	0.4380042683
375	0.4379178585
376	0.4378530472
377	0.4377839141
378	0.4377026933
379	0.4375996549
380	0.4374858133
381	0.4373921493
382	0.4372890312
383	0.4371906324
384	0.4371341369
385	0.4370772623
386	0.4370155623
387	0.4369205046
388	0.4368078712
389	0.4367046438
390	0.4366034195
391	0.4365422052
392	0.4364597164
393	0.4363854414
394	0.4362890738
395	0.4361741543
396	0.4360976095
397	0.4359831266
398	0.4359071731
399	0.4358392368
400	0.4357626546
401	0.4356747628
402	0.4355910194
403	0.4355112245
404	0.4353997346
405	0.4353495853
406	0.4352493203
407	0.435152933
408	0.4350618226
409	0.4349668072
410	0.434895871
411	0.4347716809
412	0.4346757258
413	0.4345925658
414	0.4345385713
415	0.4344775906
416	0.4343922707
417	0.4342695546
418	0.4341805054
419	0.4341032023
420	0.4339828603
421	0.4339206794
422	0.4337860582
423	0.433673475
424	0.4335993311
425	0.4334906581
426	0.4333873224
427	0.4332714916
428	0.4331593553
429	0.4330407978
430	0.4329753663
431	0.4328811055
432	0.432782294
433	0.4327331954
434	0.4326209377
435	0.4325359101
436	0.4324411471
437	0.4323448579
438	0.4322281811
439	0.4320828302
440	0.4320285784
441	0.4319785286
442	0.4318835405
443	0.4317717531
444	0.4316943441
445	0.4316126568
446	0.4315367652
447	0.4314349634
448	0.4313203976
449	0.4312334362
450	0.4311563847
451	0.4310811155
452	0.4310224322
453	0.4309603536
454	0.4308926014
455	0.4308344523
456	0.4307780847
457	0.4306858486
458	0.430604857
459	0.4305028025
460	0.4304151715
461	0.4303257943
462	0.4302346538
463	0.4301618149
464	0.4300614118
465	0.4299936294
466	0.4299060157
467	0.429823144
468	0.4297641188
469	0.4296920881
470	0.4296179194
471	0.4295357334
472	0.4294667147
473	0.429369328
474	0.4292597359
475	0.4291887336
476	0.4291444632
477	0.4290871991
478	0.4290032509
479	0.4288904041
480	0.4287876837
481	0.4287092055
482	0.4286421243
483	0.4285253817
484	0.42845241
485	0.4283953228
486	0.4282686156
487	0.4281588359
488	0.4280659035
489	0.4279521649
490	0.4278508034
491	0.4277756999
492	0.427677172
493	0.4275745294
494	0.4275224118
495	0.4274374299
496	0.4273285582
497	0.4272497072
498	0.4271474252
499	0.4270854418
500	0.426970207
501	0.4268656095
502	0.4268052009
503	0.4267399261
504	0.4266647411
505	0.426594665
506	0.4264773907
507	0.4264111001
508	0.4263453492
509	0.4262614197
510	0.4261636119
511	0.4260513153
512	0.4259833005
513	0.4258985331
514	0.4258303215
515	0.425739904
516	0.4256551354
517	0.4255775684
518	0.4254956105
519	0.4253774515
520	0.425267022
521	0.4252208894
522	0.4251231863
523	0.4250538062
524	0.424952628
525	0.4248908456
526	0.4247923521
527	0.4246805059
528	0.4245764904
529	0.4245023639
530	0.4244088374
531	0.424359056
532	0.4242840426
533	0.4241709657
534	0.4240655395
535	0.4239838792
536	0.4239186131
537	0.4238504334
538	0.4237694871
539	0.4236891679
540	0.4235782884
541	0.4234716649
542	0.423409175
543	0.4233590053
544	0.4232941053
545	0.4232081856
546	0.4231519904
547	0.4230573986
548	0.4229996293
549	0.422878282
550	0.4228149286
551	0.4227552247
552	0.4226969555
553	0.4226215961
554	0.422537332
555	0.4224571017
556	0.422396987
557	0.4223229288
558	0.4222349149
559	0.4221711882
560	0.4221092721
561	0.4220375777
562	0.4219793414
563	0.4218913018
564	0.4218048645
565	0.4217512912
566	0.4216978834
567	0.4216217872
568	0.4214857558
569	0.4214134108
570	0.4213438381
571	0.4212973877
572	0.4211797949
573	0.4211333386
574	0.4210698493
575	0.4209814578
576	0.4208890599
577	0.4208192272
578	0.4207531723
579	0.4206969159
580	0.4206119555
581	0.4205516753
582	0.4204767935
583	0.4204044182
584	0.4203174894
585	0.4202555219
586	0.4201891407
587	0.4201148221
588	0.4200288528
589	0.4199474427
590	0.4198519524
591	0.4197915286
592	0.4197275287
593	0.4196457574
594	0.4195581089
595	0.4194647741
596	0.4193731225
597	0.419325492
598	0.419266056
599	0.4191661385
600	0.4190710996
601	0.4189849194
602	0.4189237525
603	0.4188541127
604	0.4187657104
605	0.4186665127
606	0.4185570775
607	0.4184852346
608	0.4184466642
609	0.4183789537
610	0.4183172148
611	0.4182269956
612	0.4181818662
613	0.4181318436
614	0.4180574036
615	0.4179882919
616	0.417929275
617	0.4178700329
618	0.4178052474
619	0.4177538223
620	0.4176833524
621	0.4175875063
622	0.4175106955
623	0.4174224851
624	0.4173220512
625	0.4172424523
626	0.4171738279
627	0.4171302032
628	0.4170437228
629	0.4169550206
630	0.41685717
631	0.4167954501
632	0.4166924375
633	0.4165722743
634	0.416507142
635	0.4164263397
636	0.4163576159
637	0.4162759456
638	0.4162008783
639	0.41612048
640	0.416080307
641	0.4160220837
642	0.4159453218
643	0.4158821647
644	0.4158193335
645	0.4157403087
646	0.4156981583
647	0.4156024053
648	0.4155018734
649	0.4154323354
650	0.4153849586
651	0.4152746435
652	0.41520482
653	0.4151505438
654	0.4150904535
655	0.4150084737
656	0.4149208649
657	0.4148532294
658	0.414810091
659	0.4147189524
660	0.4146273384
661	0.4145069134
662	0.4144201903
663	0.4143652336
664	0.4143079296
665	0.4142064956
666	0.4141301145
667	0.4140900053
668	0.4139833677
669	0.4139051229
670	0.4138152387
671	0.4137566009
672	0.4136821718
673	0.413605822
674	0.4135359255
675	0.4134571555
676	0.4134138043
677	0.4133352164
678	0.4132670428
679	0.4132100427
680	0.4131535727
681	0.4130833264
682	0.4130156183
683	0.4129217428
684	0.4128274511
685	0.4127672656
686	0.412717591
687	0.4126293467
688	0.4125682719
689	0.4124572506
690	0.4123970684
691	0.4123073747
692	0.4122300475
693	0.4121794461
694	0.4120893034
695	0.4119778706
696	0.41193041
697	0.4118589807
698	0.4117981115
699	0.4117115635
700	0.4116517597
701	0.4116052812
702	0.411554677
703	0.4114883156
704	0.4114306625
705	0.4113651015
706	0.4113164988
707	0.4112594818
708	0.4112220807
709	0.4111260246
710	0.4110809507
711	0.4110046108
712	0.4109417587
713	0.4108934152
714	0.4108442029
715	0.4108015682
716	0.4107397527
717	0.4106962005
718	0.4106481041
719	0.4105946578
720	0.4105480687
721	0.4104708809
722	0.4104268397
723	0.4103675483
724	0.4102996704
725	0.4102342547
726	0.4101612478
727	0.4100806711
728	0.409996243
729	0.4099140646
730	0.4098548322
731	0.4097828193
732	0.4097219641
733	0.4096435881
734	0.4095430544
735	0.409467196
736	0.4093786603
737	0.4092996829
738	0.4092652909
739	0.4092085474
740	0.4091718727
741	0.4091428595
742	0.4090467497
743	0.408987278
744	0.4089504397
745	0.4088688868
746	0.4088165252
747	0.4087289489
748	0.4086655705
749	0.4086000373
750	0.4085142286
751	0.4084339671
752	0.4083994742
753	0.408308936
754	0.4082425509
755	0.408150691
756	0.4080832048
757	0.4080403963
758	0.4079756332
759	0.4079314974
760	0.4078494556
761	0.4077710229
762	0.4077164509
763	0.4076573074
764	0.4076108171
765	0.4075500226
766	0.4074917758
767	0.4074384914
768	0.4073836853
769	0.4073051844
770	0.4072054465
771	0.4071295797
772	0.4070867752
773	0.4070233632
774	0.4069623917
775	0.4068677675
776	0.4067748563
777	0.406729959
778	0.4066599442
779	0.406623494
780	0.4065775426
781	0.4065077451
782	0.4064529315
783	0.406405517
784	0.4063215287
785	0.4062677971
786	0.4062041477
787	0.4061649007
788	0.4061171028
789	0.4060584068
790	0.4059763925
791	0.4059125999
792	0.4058723353
793	0.4058152564
794	0.4057440233
795	0.4056865898
796	0.4056146674
797	0.4055321379
798	0.4054686064
799	0.4053966419
800	0.4053200004
801	0.4052831814
802	0.4052250196
803	0.4051547923
804	0.4050863471
805	0.4050282738
806	0.4049432773
807	0.4048678942
808	0.4048262
809	0.4047484314
810	0.4046424356
811	0.4046010855
812	0.4045456669
813	0.4044978852
814	0.4044365392
815	0.4043460358
816	0.4042772115
817	0.4041951837
818	0.4041112182
819	0.4040262683
820	0.4039819336
821	0.4039206583
822	0.4038745456
823	0.4038187365
824	0.4037479306
825	0.4037214357
826	0.4036442637
827	0.4035914633
828	0.4035554493
829	0.4034806665
830	0.4033907242
831	0.403297466
832	0.4032372133
833	0.4031741051
834	0.4031007285
835	0.4029946
836	0.4029368071
837	0.4029014158
838	0.4028635767
839	0.4028007772
840	0.4026999416
841	0.4026056849
842	0.4025401907
843	0.4024978972
844	0.4024643387
845	0.4024086434
846	0.4023397339
847	0.4022914667
848	0.4022419897
849	0.4021866345
850	0.4021492367
851	0.4021142363
852	0.4020417048
853	0.401990613
854	0.4019676891
855	0.4019034678
856	0.4018562898
857	0.4017425683
858	0.4016585368
859	0.4016024764
860	0.4015601116
861	0.401504672
862	0.4014418831
863	0.4013591844
864	0.401293921
865	0.4012234808
866	0.4011134051
867	0.4010546517
868	0.4009989417
869	0.4009489397
870	0.4008790351
871	0.4008306261
872	0.4007754305
873	0.400703766
874	0.4006371685
875	0.400604728
876	0.4005055767
877	0.4004208826
878	0.4003632674
879	0.4002895426
880	0.400263888
881	0.4001891527
882	0.4001123639
883	0.4000773049
884	0.4000249731
885	0.3999362411
886	0.3998920968
887	0.3998331222
888	0.399771143
889	0.3997181045
890	0.3996599415
891	0.3996140457
892	0.3995700163
893	0.3994990821
894	0.3994260307
895	0.3993715862
896	0.3993040388
897	0.3992537752
898	0.3992132833
899	0.3991600886
900	0.3990485531
901	0.3990021912
902	0.3989070636
903	0.398822522
904	0.398775356
905	0.3987354188
906	0.3986957584
907	0.3986512099
908	0.3985965882
909	0.3985189741
910	0.3984281686
911	0.3983543323
912	0.3982794469
913	0.3982121981
914	0.3981140026
915	0.3980663525
916	0.3979983253
917	0.397932762
918	0.3978609249
919	0.397827895
920	0.3977824004
921	0.3977023506
922	0.3976510984
923	0.3975815452
924	0.3975267868
925	0.3974736238
926	0.3974292543
927	0.3973685127
928	0.397335879
929	0.3972407073
930	0.3971717958
931	0.3971157938
932	0.3970660353
933	0.397027069
934	0.396970257
935	0.3968986886
936	0.3968412282
937	0.3967992552
938	0.3967343369
939	0.3966681415
940	0.3966244998
941	0.3965600592
942	0.3965200075
943	0.3964550194
944	0.3963930926
945	0.3962909207
946	0.3962288906
947	0.3961536014
948	0.3961008187
949	0.3960407181
950	0.3959542922
951	0.3958957068
952	0.3958558002
953	0.3958184321
954	0.3957414407
955	0.3956983785
956	0.3956183329
957	0.3955462282
958	0.3955049166
959	0.3954515287
960	0.3954059302
961	0.3953442827
962	0.3952831305
963	0.3952413865
964	0.395193317
965	0.3951118329
966	0.3950854134
967	0.3950107975
968	0.3949690145
969	0.3949282101
970	0.3949018942
971	0.3948149468
972	0.3947512115
973	0.3947052473
974	0.3946523234
975	0.3946006312
976	0.3945143356
977	0.3944720138
978	0.3944084226
979	0.3943470348
980	0.3943004787
981	0.3942344315
982	0.3941959626
983	0.3941596452
984	0.3941078624
985	0.3940197641
986	0.3939530005
987	0.393899448
988	0.3938285446
989	0.3937622999
990	0.3937008193
991	0.3936457381
992	0.3935832885
993	0.3935108128
994	0.3934629374
995	0.3933981679
996	0.3933519457
997	0.393288234
998	0.3932322207
999	0.3931818793
